Title,Bedrooms,Bathrooms,cleaned_price,Full_Location,lat,lon,dist_to_lekki,dist_to_ikeja,Location,Is_Island,Prop_Type,Has_Pool,Has_BQ,New_Build,Bathroom_per_Bedroom,In_Estate,Neighborhood_Tier,Island_x_Beds,Luxury_Score
4 Bedroom Terrace Duplex With Bq,4,0,250000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,0.0,0,4,4,0
5 Bedroom Flat,5,5,700000000.0,Lekki Conservation Lekki Phase 2 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,5,0
3 Bedroom Apartment,3,0,185000000.0,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,3,0
Luxury 4 Bedroom Maisonette,4,4,2500000000.0,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Other,0,0,0,1.0,0,5,4,0
Executive 4 Bedroom Duplex,4,4,1200000000.0,Ikoyi Gerard Road Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Duplex,0,0,0,1.0,0,5,4,0
Executive Standard 4 Bedroom Semi Detached Duplex,4,5,140000000.0,Chevron Alternative Route Chevron Alternative Route Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.25,0,4,4,0
6 Bedroom Fully Detached Duplex,6,0,2300000000.0,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Detached Duplex,0,0,0,0.0,0,5,6,0
4 Bedroom Semi Detached Duplex With Bq,4,0,320000000.0,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,0.0,0,4,4,0
1 Bedroom Apartment,4,0,90000000.0,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,4,0
4 Bedroom Maisonette House,4,0,450000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,0.0,0,4,4,0
5 Bedroom Terraced Duplex With Bq/pool,5,0,350000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,1,1,0,0.0,0,4,5,1
5 Bedroom Duplex,5,0,3500000000.0,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Duplex,0,0,0,0.0,0,5,5,0
2 Bedroom Apartment With Pool/gym,2,0,125000000.0,Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,0.0,0,4,2,1
6 Bedroom Detached Duplex,6,0,850000000.0,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,0.0,0,4,6,0
3 Bedroom Apartment,3,0,380000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,3,0
4 Bedroom Maisonette With Bq,4,0,2300000000.0,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Other,0,1,0,0.0,0,5,4,0
4 Bedroom Fully Detached Duplex With Bq,4,0,230000000.0,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,0.0,0,4,4,0
2 Bedroom Apartment,2,0,240000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,2,0
5 Bedroom Smart Home,5,0,350000000.0,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Other,0,0,0,0.0,0,4,5,0
5 Bedroom Smart Home,5,0,600000000.0,Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,0.0,0,4,5,0
2 Bedroom Apartment,4,0,110000000.0,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,4,0
2 Bedroom Apartment With Pool,2,0,220000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,0.0,0,4,2,1
5 Bedroom Detached Home With Pool/bq,5,0,800000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,1,1,0,0.0,0,4,5,1
2 Units Of 2 Bedroom Flat & Mini Flat,2,0,95000000.0,Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Flat,0,0,0,0.0,0,4,0,0
4 Bedroom Fully Detached Duplex With Bq,4,0,400000000.0,Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,1,0,0.0,0,4,0,0
2 Units 4 Bedroom Semi Detached Duplex,4,0,350000000.0,Magodo Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,0,0,0.0,0,4,0,0
5 Bedroom Detached Duplex With Bq,5,0,700000000.0,Adeniyi Jones Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,1,0,0.0,0,5,0,0
Exquisite 4 Bedroom Fully Detached Duplex,4,0,320000000.0,Magodo Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,0,0,0.0,0,4,0,0
5 Bedroom Duplex,5,0,400000000.0,Magodo Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Duplex,0,0,0,0.0,0,4,0,0
4 Bedroom Semi Detached Duplex,4,0,235000000.0,"Isheri Magodo Phase 1, Magodo Kosofe Ikosi Lagos",6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,0,0,0.0,0,4,0,0
5 Bedroom Detached Duplex With Bq,5,0,400000000.0,Opebi Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,1,0,0.0,0,5,0,0
4 Bedroom Fully Detached With Bq And Study,4,0,400000000.0,Magodo Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,1,0,0.0,0,4,0,0
Premium 5 Bedroom Detached Duplex With Bq,5,0,1300000000.0,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,1,0,0.0,0,5,0,0
4 Units Of 5 Bedroom Semi Detached Duplex With Bq,5,0,450000000.0,Magodo Phase 1 Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,1,0,0.0,0,4,0,0
3 Bedroom Flat,3,0,320000000.0,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,0,0,0.0,0,5,0,0
4 Bedroom Fully Detached Duplex,4,0,450000000.0,Magodo Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,0,0,0.0,0,4,0,0
Luxury 5 Bedroom Fully Detached Duplex With Bq,5,0,500000000.0,Phase 1 Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Detached Duplex,0,1,0,0.0,0,4,0,0
Ultra Modern 4 Bedroom Terraced Duplex With Bq,4,0,320000000.0,Allen Avenue Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Terrace,0,1,0,0.0,0,5,0,0
5 Bedroom Duplex,5,0,400000000.0,Magodo Kosofe Ikosi Lagos,6.6180809,3.3777821,20.90484087396468,3.4188985746987233,Magodo,0,Duplex,0,0,0,0.0,0,4,0,0
Luxury 4 Bedroom Apartment With Bq,4,0,500000000.0,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,1,0,0.0,0,5,0,0
Smart 6 Bedroom Fully Detached Duplex With Bq,6,0,1400000000.0,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,1,0,0.0,0,5,0,0
Luxury 5 Bedroom Fully Detached Duplex,5,5,210000000.0,Ado Road Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0
Maisonette Apartment,2,2,350000000.0,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742378,Victoria Island,1,Flat,0,0,0,1.0,0,5,2,0
4 Bedroom Semi Detached Duplex,4,4,250000000.0,Bera Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0
Luxury Water View 5 Bedroom Duplex,5,5,8000000.0,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Duplex,0,0,0,1.0,0,5,5,0
Luxury 5bedroom Fully Detached,5,5,600000000.0,Royal Garden Estate Off Lekki Epe Expressway Ajah Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
5 Bedroom Detached Duplex,5,0,400000000.0,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,0.0,0,4,5,0
5 Bedrooms Fully Detached Duplex,5,0,650000000.0,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,0.0,0,4,5,0
5 Bedroom Fully Detached Duplex With Bq,5,0,330000000.0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,0.0,0,4,5,0
5 Bedroom Duplex,5,0,1300000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,0.0,0,4,5,0
3 Bedroom Semi Detached Duplex,3,0,100000000.0,Abraham Adesanya Estate Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,0.0,0,4,3,0
3 Bedroom Terrace Duplex,3,3,170000000.0,Yaba Lagos,6.5114693,3.3699982,12.327418636428005,10.196897835571317,Yaba,0,Terrace,0,0,0,1.0,0,4,0,0
5 Bedroom Fully Detached Duplex With Bq,5,5,750000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0
3 Bedroom Apartment With Bq,3,0,240000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,1,0,0.0,0,4,3,0
4 Bedroom Fully Detached Duplex With Bq,4,0,500000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,0.0,0,4,4,0
5 Bedroom Fully Detached Duplex,5,5,1000000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
2 Bedroom Apartment,2,2,400000000.0,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742378,Victoria Island,1,Flat,0,0,0,1.0,0,5,2,0
Luxurious 4 Bedroom Semi Detached Duplex With Bq,4,4,240000000.0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0
4 Bedroom Terraced House With A Bq,4,5,400000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.25,0,4,4,0
30 Units Of 4 Bedroom Terrace Duplex,4,4,125000000.0,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Terrace,0,0,0,1.0,0,4,4,0
5 Bedroom Fully Detached Duplex With Bq,5,0,500000000.0,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,0.0,0,4,5,0
5 Bedroom Detached Duplex,5,5,4000000.0,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Detached Duplex,0,0,0,1.0,0,5,5,0
5 Bedroom Fully Detached Duplex,5,5,1300000000.0,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
2 Bedrooms Apartment,2,0,290000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,2,0
5 Bedroom Luxury House,5,0,2500000000.0,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Other,0,0,0,0.0,0,5,5,0
Fully Serviced 1 & 2 Bedroom Apartments,0,0,65000000.0,Igbo Efon Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,1,4,0,1
5 Bedroom Fully Detached Duplex With Bq,5,5,700000000.0,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0
2 Bedroom Apartment,2,2,300000000.0,Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
5 Bedroom Semi Detached Smart Home,5,5,670000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
7 Bedroom Waterfront Mansion,7,8,24000000000.0,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Other,0,0,0,1.1428571428571428,0,5,7,0
2 Bedroom Apartment,2,2,300000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
4 Bedroom Duplex,4,4,130000000.0,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Duplex,0,0,0,1.0,0,4,4,0
3 Bedroom Flat,3,0,120000000.0,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Flat,0,0,0,0.0,0,4,3,0
2 Bedroom Apartment,0,0,290000000.0,Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,0,0
Furnished 10 Units Of 3 Bedroom Apartment,3,3,4000000000.0,Mini Estate Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0
Commercial Plots,0,0,50000000.0,"Alaro City, Epe Resort, Lekki Int'l Airport, Pan Atlantic University Akodo Ise Ibeju Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,0.0,0,4,0,0
5 Bedroom Duplex With A Private Cinema,5,5,550000000.0,Chevron Drive Chevron Drive Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,1.0,0,4,5,0
Plan Luxury 2 Bedroom Terrace Duplex,2,2,110000000.0,"Lagos Business School,fara Park,lufasi Nature Park,shoprite Mall Monastery Road Sangotedo Lagos",6.471022,3.635581,19.321981973319577,34.588343891902156,Sangotedo,1,Terrace,0,0,0,1.0,0,3,2,0
2 Bedroom Apartment,2,2,85000000.0,"Shop Rite, Lufasi Park, Emperor Estate, Lufasi Park Monastery Road Sangotedo Lagos",6.471022,3.635581,19.321981973319577,34.588343891902156,Sangotedo,1,Flat,0,0,0,1.0,0,3,2,0
Secure A Unit Of Apartment In Lekki Ph 1 @ 20m,2,2,250000000.0,"Orange Island, Lekki Fore Shore, The Bugatti Apartment Lekki Phase 1 Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,1,4,2,1
Own A 3 Bedroom Terrace Duplex With ?8m,3,3,78000000.0,"Capital Garden Estate, Novare Mall, Amen Estate Phase 1, Emperor Estate. Eleko Ibeju Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,3,0
3 Bedroom Terrace Duplex,0,0,71000000.0,"General Paints, Before Lagos Business School, Abraham Adesanya Ajah Lagos",6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Terrace,0,0,0,0.0,0,4,0,0
3 Bedroom Apartment,3,4,430000000.0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.3333333333333333,0,4,3,0
5 Bedroom Flat,5,5,480000000.0,Chisco Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,5,0
3 Bedroom Terrace Duplex With Bq,3,3,180000000.0,"Victoria Bay 3, Off Nike Art Gallery Ikate Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,3,0
4 Bedroom Fully Detached Duplex,4,4,150000000.0,"General Paints, Before Lagos Business School, Abraham Adesanya Ajah Lagos",6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0
4 Bedroom Semi Detached Duplex With Bq,4,4,200000000.0,"Rogersville Estate, Off Spg Road Ologolo Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0
Furnished 4 Bedroom Detached Duplex With Bq,4,4,250000000.0,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0
4 Bedroom Semi Detached Duplex,4,4,100000000.0,Roxbury Estate Ii Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0
2 Bedroom Apartment,2,2,138000000.0,Jakande Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
5 Bedroom Detached Duplex,5,5,360000000.0,Royal Pine Estate Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
4 Bedroom Semi Detached Duplex,4,4,210000000.0,"Dpk Estate, Orchid Road Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0
4 Bedroom Semi Detached Duplex With Bq,4,5,120000000.0,Gra Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.25,0,4,4,0
3 Bedroom Terrace Duplex,3,3,95000000.0,"Zara Court, Gra Ikota Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,3,0
5 Bedroom Fully Detached Duplex With Bq,5,5,520000000.0,Oral Estate Chevron Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0
4 Bedroom Semi Detached Duplex With Bq,3,4,280000000.0,"Gra, Ikota Villa Estate Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.3333333333333333,0,4,3,0
4 Bedroom Terrace Duplex,4,4,90000000.0,"General Paints, Before Lagos Business School, Abraham Adesanya Ajah Lagos",6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Terrace,0,0,0,1.0,0,4,4,0
3 Bedroom Semi Detached Duplex,3,3,110000000.0,"General Paints, Before Lagos Business School, Abraham Adesanya Ajah Lagos",6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,3,0
4 Bedroom Semi Detached Duplex,4,4,130000000.0,"General Paints, Before Lagos Business School, Abraham Adesanya Estate Ajah Lagos",6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0
3 Bedroom Flat,3,3,150000000.0,Off Silverbird Road Ilasan Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0
2 Unit Of New 4 Bedroom Semi Detached Duplex With Bq,4,4,180000000.0,"Gra, Ikota Villa Estate Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0
Furnished 2 Bedroom Apartment,2,2,170000000.0,Off Aro Ologolo Road Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
Brand New 4 Bedroom Terraced Duplex,4,4,105000000.0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,1,1.0,0,4,4,1
2 Bedroom Apartment,2,2,180000000.0,Off Freedom Way Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
4 Bedroom Duplex,4,4,520000000.0,Main Vgc Estate Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,1.0,0,4,4,0
3 Bedroom Apartment With Bq,3,3,350000000.0,Gra Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,1,0,1.0,0,5,0,0
6 Bedroom Smart Home,6,6,390000000.0,Chevron Drive Estate Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,1.0,0,4,6,0
5 Bedroom Fully Detached Duplex With Pool,5,5,450000000.0,"Chevron Alternative Route, Chevron Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,1,0,0,1.0,0,4,5,1
5 Bedroom Duplex With Bq,5,0,750000000.0,Estate Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Duplex,0,1,0,0.0,0,5,0,0
1 Bedroom Apartment,1,1,130000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,1,0
4 Bedroom Terraced Duplex,4,4,140000000.0,"Ikota Gra Estate Behind Megachicken Restaurant, Ikota Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0
4 Bedroom Terraced Duplex,4,4,150000000.0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0
5 Bedroom Detached Duplex With Cinema/pool,5,5,650000000.0,"Megamond Estate, Ikate Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,1,0,0,1.0,0,4,5,1
4 Bedroom Semi Detached Duplex,4,4,200000000.0,Ikota Gra Estate Behind Megachicken Restaurant Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0
5 Bedroom Fully Detached Duplex,5,5,600000000.0,Chevron Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0
4 Bedroom Fully Detached Duplex,4,5,370000000.0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.25,0,4,4,0
4 Bedroom Semi Detached Duplex,4,4,150000000.0,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.534919075870757,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0
Luxury 2 Bedroom Apartments,2,2,380000000.0,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0
5 Bedroom Duplex With Cinema/pool,5,5,400000000.0,"Megamond Estate, Ikota Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,1,0,0,1.0,0,4,5,1
5 Bedroom Duplex With And Without Pool,5,5,330000000.0,Agungi Lekki Agungi Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,1,0,0,1.0,0,4,5,1
4 Bedroom Semi Detached Duplex With Bq,4,4,600000000.0,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0
Serviced 2 Bedroom Apartment,2,2,210000000.0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,1,4,2,1
Beautiful 4 Bedroom Semi Detached Duplex,4,4,185000000.0,Ikota Estate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0
5 Bedroom Apartment,5,5,510000000.0,Chevron Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,5,0
5 Bedroom Duplex,5,5,370000000.0,"Harris Drive, Vgc Vgc Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,1.0,0,4,5,0
5 Bedroom Fully Detached Duplex,5,6,680000000.0,Chevron Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.2,0,4,5,0
3 Bedroom Duplex With Bq,3,3,115000000.0,Ikota Gra Lekki Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,1,0,1.0,0,4,3,0
Palatial 5 Bedroom Fully Detached Duplex With Pool,5,5,600000000.0,Lekki Conservation Way Chevron Chevron Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,1,0,0,1.0,0,4,5,1
