Title,Location,Price,Bedrooms,Bathrooms,URL
5 Bedroom Detached Duplex With Swimming Pool,Osapa London Lekki Lagos,"₦ 1,000,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4NRJP
5 Bedroom Detached Duplex,Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-9NHNK
6 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,300,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NJCD
4 Bedroom Semi Detached Duplex,Agungi Lekki Lagos,"₦ 290,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-6NCSU
4 Bedroom Terraced Duplex With Bq,Orchid Lekki Lagos,"₦ 165,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NNKP
1bedroom Flat At Lekki Right,Lekki Lagos,"₦ 200,000/day",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-8NYHD
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 620,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5MVQS
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-1NQDK
4 Bedroom Duplex,Osapa London Lekki Lagos,"₦ 850,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-4NAZM
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NHWS
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 620,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-3MUZX
5 Bedroom Duplex,Ajah Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-3MWAG
5 Bedroom Detached Duplex,Lekki Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-5MMYW
5 Bedroom House With Swimming Pool And Cinema,Chevron Lekki Lagos,"₦ 500,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-3NKCS
5 Bedroom Detached Duplex With Pool,Ajah Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-8NRTP
5 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0NLED
4 Bedroom Detached Duplex,Vgc Lekki Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-1MJAF
Newly Built 4 Bedroom Penthouse With Bq,Victoria Island Lagos,"₦ 1,000,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-victoria-island-lagos-8NRBF
2 Bedroom Apartment With Swimming Pool And Gym,Ikate Lekki Lagos,"₦ 160,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-4NHVV
2 Bedroom Apartment,Ajah Lagos,"₦ 70,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ajah-lagos-0MKNQ
5 Bedroom Duplex,Lekki Phase 1 Lekki Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-5MVQB
2/3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 280,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6MMCC
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-0NSVW
5 Bedroom Duplex,Ajah Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-4MKZG
5 Bedroom Detached Duplex With Swimming Pool And Gym,Idado Lekki Lagos,"₦ 430,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-idado-lekki-lagos-8NHWE
4 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-4NGLQ
4 Bedroom Detached Duplex,Lekki Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-3MQFL
Plaza,On Major Road Wuse 2 Abuja,"₦ 9,000,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-on-major-road-wuse-2-abuja-1NPZW
5 Bedroom Detached Duplex With Pool,Orchid Lekki Lagos,"₦ 420,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-7NQPV
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-4MMCL
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8NGKX
2 & 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 300,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NEJH
Modern 3 Bedroom Apartment,Ikoyi Lagos,"₦ 270,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-ikoyi-lagos-9MHXJ
5 Bedroom Detached Duplex With Swimming Pool,Ajah Lagos,"₦ 230,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9NRTE
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 420,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-6NQPV
4 Bedroom Detached Duplex,Vgc Lekki Lagos,"₦ 230,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-9MZCQ
4 Bedroom Semi Detached Duplex,Vgc Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-5NGLJ
5 Bedroom Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0NEZJ
5 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-2MPCY
Newly Built 5 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NTUA
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-3NSBN
4 Bedroom Detached Duplex,Sangotedo Ajah Lagos,"₦ 130,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-ajah-lagos-6MLWL
2 Bedroom Duplex,Orchid Lekki Lagos,"₦ 140,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-orchid-lekki-lagos-4MLQY
5 Bedroom Duplex,Chevron Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-2MUDY
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 135,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-6MJJY
2 Bedroom Apartment,Ikoyi Lagos,"₦ 320,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikoyi-lagos-9NQYA
Newly Built 4 Bedroom Terrace Duplex,Ikate Lekki Lagos,"₦ 390,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-5NXBJ
5bedroom Fully Detached Duplex With A Pool,Vgc Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-vgc-lekki-lagos-9NJUQ
4 Bedroom Terraced Duplex,Lawanson Surulere Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lawanson-surulere-lagos-4NJRQ
Brand New 5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 460,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-3NUYA
6 Bedroom Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 980,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NKLH
Luxury 5 Bedroom Duplex With Bq,2nd Toll Gate Lekki Lagos,"₦ 330,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-2nd-toll-gate-lekki-lagos-2NXCC
4 Units Of 3 Bedroom Flat,"Opposite Tinubu Estate ,ayoola Ijede Ikorodu Lagos","₦ 38,000,000",0,0,https://propertypro.ng/property/house-for-sale-opposite-tinubu-estate-ayoola-ijede-ikorodu-lagos-1NUHJ
A Residential Story Building At Ikeja Lagos,"Near Main Road Off Awolowo Way Ikeja Ayoola, Awolowo Way Ikeja Lagos","₦ 350,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-near-main-road-off-awolowo-way-ikeja-ayoola-awolowo-way-ikeja-lagos-0NWHX
6 Units Of 3 Bedroom Flat,Ayoola Opebi Ikeja Lagos,"₦ 600,000,000",0,0,https://propertypro.ng/property/house-for-sale-ayoola-opebi-ikeja-lagos-2NUZZ
Land Measuring 130000sqm,Jakande Lekki Lagos,"₦ 35,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-jakande-lekki-lagos-9NTBE
Land Measuring 5000sqm,Lekki Phase 1 Lekki Lagos,"₦ 1,000,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-8NTBL
2 Units Of 2 Bedroom & 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 280,000,000",0,0,https://propertypro.ng/property/house-for-sale-lekki-phase-1-lekki-lagos-6NTCL
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 375,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0NTDA
2 Bedroom Apartment,Oniru Victoria Island Lagos,"₦ 250,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-7NRWD
4 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 400,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-5NRPT
Office,Toyin Street Ikeja Lagos,"₦ 750,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-toyin-street-ikeja-lagos-5MXVM
1080sqm Land,Ikoyi Lagos,"₦ 3,200,000",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-6NTEM
3 Bedroom Apartment,Ikate Lekki Lagos,"₦ 300,000,000",3,4,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-4NTEQ
2 Bedroom Apartment,Lekki Ikate Lekki Lagos,"₦ 230,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-ikate-lekki-lagos-6NSZB
Land Measuring 1950sqm,Lekki Phase 1 Lekki Lagos,"₦ 5,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-2NSEP
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5NSFK
Waterfront Land,Ikoyi Lagos,"₦ 3,000,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-2NUJA
"22,000sqm Bareland",Victoria Island Lagos,"₦ 25,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-victoria-island-lagos-7NUJP
"Land Measuring 2,300sqm",Banana Island Ikoyi Lagos,"₦ 5,000,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-banana-island-ikoyi-lagos-7NVGN
3 Bedroom Apartment With Bq,Victoria Island Lagos,"₦ 750,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-victoria-island-lagos-4NRLB
20 Units Of Mini Flat,Victoria Island Lagos,"₦ 10,000,000/year",1,0,https://propertypro.ng/property/1-bedroom-flat-apartment-for-rent-victoria-island-lagos-4NVLR
1000sqm Land,Lekki Phase 1 Lekki Lagos,"₦ 700,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-2NRLW
4489sqm Land,Chevron Lekki Lagos,"₦ 2,100,000,000",0,0,https://propertypro.ng/property/land-for-sale-chevron-lekki-lagos-8NRMA
5 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 1,300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NRBY
5 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-5NREJ
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NTYT
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 260,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-0NREK
Land,Victoria Island Lagos,"₦ 25,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-victoria-island-lagos-9NVDP
5 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 1,200,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-8NSNR
New 2 Bedroom Flat,Ikoyi Lagos,"₦ 650,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikoyi-lagos-5NSQS
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1NSTB
2 Bedroom Apartment,Victoria Island Lagos,"₦ 450,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-8NUFP
5 Bedroom Detached House,Orchid Lekkki Lekki Phase 2 Lekki Lagos,"₦ 385,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekkki-lekki-phase-2-lekki-lagos-1NWRG
Land Measuring 1580sqm,Ikoyi Lagos,"₦ 3,400,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-0NTST
4 Bedroom Terrace Duplex With Bq,Ikate Lekki Lagos,"₦ 325,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6NREZ
5 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-1NRJT
5 Bedroom Villa,Osapa Lekki Lagos,"₦ 1,550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-lekki-lagos-9NRKE
5 Bedroom Fully Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-2NRKW
420sqm Of Land,Ajah Lagos,"₦ 200,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ajah-lagos-3NSMG
3 Bedroom Apartment+bq,Victoria Island Lagos,"₦ 630,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-victoria-island-lagos-0NSHZ
Pre Pilled 950sqm Land,Victoria Island Lagos,"₦ 2,300,000,000",0,0,https://propertypro.ng/property/land-for-sale-victoria-island-lagos-1NTSR
4 Bedroom Penthouse,Lekki Lagos,"₦ 600,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-lekki-lagos-7NTTR
4 Bedroom Duplex,Bluegate Oluyole Estate Ibadan Oyo,"₦ 310,000,000",0,0,https://propertypro.ng/property/house-for-sale-bluegate-oluyole-estate-ibadan-oyo-1NLVU
Luxury Apartments,Ikoyi Lagos,"$ 600,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikoyi-lagos-7NTXE
Prime Land,Ikoyi Lagos,"₦ 4,000,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-2NUHQ
5 Bedroom Smart Home,Ikota Lekki Lagos,"₦ 580,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-7NREH
5 Bedroom Semi Detached Duplex,Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-4NRPR
4 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NRPY
4 Bedroom Terrace Duplex,Lekki Lagos,"₦ 470,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-1NREG
5 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0NRQC
5 Bedroom Fully Detached Duplex,Lekki Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-5NSNR
5 Bedroom Terraced Duplex,Ikoyi Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-3NSFV
Land Measuring 1080sqm,Lekki Phase 1 Lekki Lagos,"₦ 1,800,000,000",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-4NSEK
5 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 420,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0NSSZ
5 Bed Waterfront Mansion With Private Jetty,Banana Island Ikoyi Lagos,"$ 30,000,000",5,7,https://propertypro.ng/property/5-bedroom-house-for-sale-banana-island-ikoyi-lagos-2NYHC
Land Measuring 7500sqm,Ikate Lekki Lagos,"₦ 1,500,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ikate-lekki-lagos-2NTAW
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 200,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8NTDY
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0NTYT
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 420,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-1NTZD
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-9NTYF
5 Bedroom Detached Duplex,Parkview Estate Ikoyi Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-parkview-estate-ikoyi-lagos-7NTYE
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 297,000,000",0,0,https://propertypro.ng/property/flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8NTYE
Apartment,Victoria Island Lagos,"₦ 600,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-victoria-island-lagos-9NVQX
Land Measuring 844sqm,Lekki Phase 1 Lekki Lagos,"₦ 650,000,000",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-2NVFY
1 Bedroom Flat,Lekki Phase 1 Lekki Lagos,"₦ 5,000,000/year",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-4NXLA
Land Measuring 3300sqm,Banana Island Ikoyi Lagos,"₦ 3,500,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-banana-island-ikoyi-lagos-2NUJJ
Residential Land,Banana Island Ikoyi Lagos,"₦ 3,700,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-banana-island-ikoyi-lagos-3NUJK
One Bedroom Apartment,Osapa Lekki Lagos,"₦ 160,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-osapa-lekki-lagos-4NRFA
5 Bedroom Fully Detached Duplex,Ajah Lagos,"₦ 280,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9NREB
3 Bedroom Duplex + 2 Bedroom Bungalow,Sangotedo Lagos,"₦ 85,000,000",0,0,https://propertypro.ng/property/land-for-sale-sangotedo-lagos-2NSMF
Commercial Property,Lekki Phase 1 Lekki Lagos,"$ 3,000,000",0,0,https://propertypro.ng/property/land-for-sale-lekki-phase-1-lekki-lagos-4NVGB
4 Bedroom Terrace Duplex With Bq,Lekki Lagos,"₦ 400,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-lekki-lagos-2NTTT
3 Bedroom Apartment,Ikoyi Lagos,"₦ 250,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikoyi-lagos-0NUNL
4 Bedroom Semi Detached Duplex,Osapa London Lekki Lagos,"₦ 250,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-1NREB
Two Bedroom Apartment,Osapa Lekki Lagos,"₦ 255,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-osapa-lekki-lagos-1NRFB
5 Bedroom Fully Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-3NRFE
Spacious 3 Bedroom Apartment,Ibeju Lekki Lagos,"₦ 45,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ibeju-lekki-lagos-5NVAE
8 Units Of 6 Bedroom Detached Homes,Ikoyi Lagos,"₦ 2,300,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-ikoyi-lagos-2NVCW
"Land Measuring 3,000sqm",Victoria Island Lagos,"₦ 1,700,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-victoria-island-lagos-2NVGP
5 Bedroom Detached Duplex+bq,Chevron Lekki Lagos,"₦ 280,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1NVPP
4 Bedroom Terraced Duplex,Ikate Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6NVPW
4 Bedroom Semi Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5NVSG
5 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7NSTG
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-2NSTH
2 Bedroom Apartment,Victoria Island Lagos,"₦ 450,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-3NSWP
3 Bedroom Penthouse,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6NSXM
5 Bedroom Detached Duplex With Bq,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-9NTLM
Land Measuring 130 Hectares,Ibeju Lekki Lagos,"₦ 200,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-1NTAY
Beachfront Land,Ibeju Lekki Lagos,"₦ 45,000,000",0,0,https://propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-7NTBD
