Title,Location,Price,Bedrooms,Bathrooms,URL
2 Bedroom Apartment,Peace Estate Just Before Shoprite Sangotedo Ajah Lagos,"₦ 48,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-peace-estate-just-before-shoprite-sangotedo-ajah-lagos-2NHME
Newly Built 4 Bedroom Penthouse With Bq,Victoria Island Lagos,"₦ 1,000,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-victoria-island-lagos-8NRBF
4 Bedroom Flat,Orchid Road By Lakeview Estate Orchid Lekki Lagos,"₦ 225,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-by-lakeview-estate-orchid-lekki-lagos-7NHQQ
6 Bedroom House,Chevron Estate Chevron Lekki Lagos,"₦ 500,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-chevron-estate-chevron-lekki-lagos-6NNAA
Ultra Luxury 5 Bedroom Fully Detached Smart Home,Lekki Lagos,"₦ 650,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-9NQCJ
Newly Built 5 Bedroom Duplex With Open Roof Terrace,Royal Pine Orchid Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-royal-pine-orchid-lekki-lagos-3NXDC
4 Bedroom Duplex,Chevron Chevron Alternative Route Lekki Lagos,"₦ 220,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-alternative-route-lekki-lagos-4NXFP
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0NVQC
4 Bedroom Terrace Duplex,Idado Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-1NVQQ
Smart Luxury 2 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,"₦ 270,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-7NVST
Luxury 4 Bedroom Terraced Duplex,Ikota Lekki Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-0NVYZ
5 Bedroom Smart House,Omole Phase One Estate Omole Phase 1 Ojodu Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-one-estate-omole-phase-1-ojodu-lagos-4NUXQ
5 Bedroom Flat,Osapa London Lekki Lagos,"₦ 320,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-7NWRG
Land,Maryland Ikeja Lagos,"₦ 1,100,000",0,0,https://propertypro.ng/property/land-for-sale-maryland-ikeja-lagos-6NWVM
4 Bedroom Terraced Duplex,Orchid Lekki Lagos,"₦ 90,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-0MSPT
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 185,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-7NXJZ
5 Bedroom Fully Detached Duplex,Ikota Lekki Lagos,"₦ 410,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-2NVXK
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-9NVXL
Tastefully Built 4 Bedroom Terraced Duplex,"Dpk Estate, Orchid Lekki Lagos","₦ 145,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-dpk-estate-orchid-lekki-lagos-1NWAB
Land,"Ojora Road, Old Ikoyi Ikoyi Lagos","₦ 2,600,000",0,0,https://propertypro.ng/property/land-for-sale-ojora-road-old-ikoyi-ikoyi-lagos-8NWSF
Prime Land 400sqm Of Land,Sangotedo Ajah Lagos,"₦ 48,000,000",0,0,https://propertypro.ng/property/land-for-sale-sangotedo-ajah-lagos-0NWLH
Newly Built 3 Bedroom Terrace Duplex With Bq,Chevron Lekki Lagos,"₦ 150,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-chevron-lekki-lagos-4NQHK
4 Bedroom Terraced Duplex,"Ikota Gra Estate, Ikota Lekki Lagos","₦ 105,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-gra-estate-ikota-lekki-lagos-7NHSQ
2 Bedroom Apartment,Igbo Efon Lekki Lagos,"₦ 65,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-igbo-efon-lekki-lagos-7NRAX
4 Bedroom Terraced Duplex,"Ikota Gra Estate, Ikota Lekki Lagos","₦ 105,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-gra-estate-ikota-lekki-lagos-7NHSQ
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 650,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-0MRLM
5 Bedroom Detached Duplex,Ikate Lekki Lagos,"₦ 1,300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9MWQB
Apartment,Ikate Elegushi Side In An Estate Ikate Lekki Lagos,"₦ 210,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-ikate-elegushi-side-in-an-estate-ikate-lekki-lagos-6NFVZ
Newly Built 5 Bedroom Detached Duplex,Royal Pine Orchid Lekki Lagos,"₦ 600,000,000",6,5,https://propertypro.ng/property/6-bedroom-house-for-sale-royal-pine-orchid-lekki-lagos-9NXDA
"Joint Venture Land Measuring 3,500sqm",Ikate Lekki Lagos,"₦ 800,000",0,0,https://propertypro.ng/property/land-for-sale-ikate-lekki-lagos-8NWZY
3 Bedroom Penthouse,Banana Island Ikoyi Lagos,"$ 900,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-7MXVP
6 Bedroom Semi Detached Triplex,"Western Foreshore Estate, Osapa London Lekki Lagos","₦ 300,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-western-foreshore-estate-osapa-london-lekki-lagos-6NHYK
4 Bedroom Terraced Duplex,Ikota Lekki Lagos,"₦ 65,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-6MLJS
4 Bedroom Terraced Duplex With Bq,Osborne Osborne Foreshore Estate Ikoyi Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-osborne-osborne-foreshore-estate-ikoyi-lagos-5NNRL
3 Bedroom Apartment,Parkview Estate Ikoyi Lagos,"₦ 400,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-parkview-estate-ikoyi-lagos-7NNUD
"Smart 5 Bedroom Detached Duplex With Bq, Cinema,",Chevron Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-8NKUX
Newly Built 4 Bedroom Terrace Duplex,Chevron Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-4NLBG
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-1NWJP
4 Bedroom Fully Detached Duplex,Ajah Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9NWJT
600sqm Land,Potter Gardens & Park Estate Ibeju Lekki Lagos,"₦ 7,000,000",0,0,https://propertypro.ng/property/land-for-sale-potter-gardens-park-estate-ibeju-lekki-lagos-6MMKN
4 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 260,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-4MPCM
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8MPKD
2 Plots Waterfront Beach Land,Eleko Ibeju Lekki Lagos Eleko Ibeju Lekki Lagos,"₦ 49,000,000",0,0,https://propertypro.ng/property/land-for-sale-eleko-ibeju-lekki-lagos-eleko-ibeju-lekki-lagos-7MQLT
Luxury 2 Bedroom Apartment With Swimming Ool,Old Ikoyi Ikoyi Lagos,"₦ 450,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-3MRWR
Land Measuring 7023 Sqm Fenced Round With Gate,Victoria Island Lagos,"₦ 9,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-victoria-island-lagos-4NPFW
Commercial Land,"Capital Garden, The Makarious, The Capital Loft, Amen Estate Phase 1,coscharis Group, Pan Atlantic University. Eleko Junction Ibeju Lekki Lagos","₦ 250,000,000",0,0,https://propertypro.ng/property/land-for-sale-capital-garden-the-makarious-the-capital-loft-amen-estate-phase-1coscharis-group-pan-atlantic-university-eleko-junction-ibeju-lekki-lagos-8NXHU
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 170,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-5NHMY
2/3 Bedroom Apartment,"Off Admiralty, Lekki Phase 1 Lekki Lagos","₦ 285,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-off-admiralty-lekki-phase-1-lekki-lagos-6NHMZ
Distress Fully Furnished 4 Bedroom Detached Duplex + Bq,Freedom Way Lekki Lagos,"₦ 420,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-freedom-way-lekki-lagos-5NEHZ
2 Bedroom Apartment,Ologolo Lekki Lagos,"₦ 100,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-8MMXR
5 Bedroom Detached Duplex With Bq,"After Roundabout, Orchid Lekki Lagos","₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-after-roundabout-orchid-lekki-lagos-9NHNJ
Fully Detached House,Royal Pine Estate On Orchid Orchid Lekki Lagos,"₦ 12,000,000/year",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-royal-pine-estate-on-orchid-orchid-lekki-lagos-4NGUU
4 Bedroom Duplex,Harris Drive Axis Vgc Lekki Lagos,"₦ 118,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-harris-drive-axis-vgc-lekki-lagos-5NHQR
Big 5bedroom Duplex,Ologolo Axis Ologolo Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-axis-ologolo-lekki-lagos-2NJWF
5 Bedroom Flat,Chevron Toll Gate Axis Oral Estate Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-axis-oral-estate-lekki-lagos-9NJYU
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 230,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-3NPMF
4 Bedroom Duplex,Sangotedo Axis Lekki Phase 2 Lekki Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-axis-lekki-phase-2-lekki-lagos-7MYGM
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0MZHY
Spacious 5bedroom Townhouse,Royal Pine Estate By Orchid Road Orchid Lekki Lagos,"₦ 170,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-royal-pine-estate-by-orchid-road-orchid-lekki-lagos-7NFSA
5 Bedroom Duplex With Bq,Osapa London Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-0NRXV
Big 2bedroom Duplex,Richfield Estate Sangotedo Ajah Lagos,"₦ 85,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-richfield-estate-sangotedo-ajah-lagos-8NGLG
5 Bedroom Triplex,Ologolo Lekki Lagos,"₦ 248,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-2NGYY
1 Bedroom Apartment,Victoria Island Lagos,"₦ 300,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-victoria-island-lagos-7NHSY
Furnished 6 Bedroom Mansion In A Gated Estate,Osapa London Osapa London Lekki Lagos,"₦ 1,600,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-osapa-london-lekki-lagos-4NFFS
Lovely 5 Bedroom Duplex In A Gated Estate,Osapa London Osapa London Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-osapa-london-lekki-lagos-1NFFV
5 Bedroom Duplex,Chevron Chevron Lekki Lagos,"₦ 580,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-chevron-lekki-lagos-4NFYP
4 Bedroom Duplex,Chevron Chevron Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-lekki-lagos-4NPJS
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 340,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-2NXFH
5 Bedroom Duplex,Ikota Lekki Lagos,"₦ 300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-7NQEA
5 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-2NQWX
5 Bedroom Duplex,Chevron Lekki Lagos,"₦ 300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7NJJT
5 Bedroom House,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-0NJJY
4 Bedroom Detached Duplex With1 Bq,Oral Estate Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-oral-estate-lekki-lagos-2NJKC
4 Bedroom Semi Detached Duplex With Bq,New Road Along Lekki Expressway Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-new-road-along-lekki-expressway-lekki-lagos-1NMXL
5 Bedroom Duplex,Discovery Park Orchid Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-discovery-park-orchid-lekki-lagos-5NNYU
5 Bedroom Mansion,Pinnock Beach Osapa London Lekki Lagos,"₦ 1,600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-osapa-london-lekki-lagos-4NQZE
2 Bedroom Flat,Ologolo Lekki Lagos,"₦ 100,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-6NVPS
Massive 8 Bedroom Detached Duplex With Elevator,"Maitama Main, Maitama Abuja","₦ 4,300,000,000",8,8,https://propertypro.ng/property/8-bedroom-house-for-sale-maitama-main-maitama-abuja-3NRRF
3 Bedroom Apartment,Ikate Lekki Lagos,"₦ 160,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-6NSJA
3 Bedroom Maisonette,Ikate Lekki Lagos,"₦ 280,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-ikate-lekki-lagos-5NSJK
5 Bedroom Fully Detached Duplexes,Ologolo Lekki Lagos,"₦ 310,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-5NSJQ
3 Bedroom Apartment,Ologolo Lekki Lagos,"₦ 120,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-4NSJX
Luxury New 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000/year",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NSUC
Luxury 5 Bedroom Magnificent Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NRQB
Contemporary 4 Bedroom Terraced Duplex,Ikate Lekki Lagos,"₦ 300,000,000",4,3,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-0NRTX
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-6NKHG
5 Bedroom Detached Duplex With Bq,Osapa London Lekki Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8NLBE
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 250,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-8NLBN
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NLDZ
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 230,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-3NPMF
3 Bedroom Apartment With Bq,Ikate Lekki Lagos,"₦ 180,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-6NLHE
5 Bedroom Fully Detached Duplex,Ajah Lagos,"₦ 1,000,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-4NMTD
5 Bedroom Detached Duplex,Off Admiralty Lekki Phase 1 Lekki Lagos,"₦ 1,300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-off-admiralty-lekki-phase-1-lekki-lagos-0NLBE
3 Bedroom Apartment,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 270,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-off-admiralty-way-lekki-phase-1-lekki-lagos-3NLTM
4 Bedroom Terrace Duplex,Ikate Lekki Lagos,"₦ 335,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3NHEB
4 Bedroom Terraced Duplex With Bq,Ikate Lekki Lagos,"₦ 270,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-5NHSR
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4NKGZ
Newly Built 4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8NKHF
Newly Built 2 Bedroom Apartment,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 300,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-off-admiralty-way-lekki-phase-1-lekki-lagos-7NFDV
2 Bedroom Apartments,Durosimi Etti Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,3,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-durosimi-etti-lekki-phase-1-lekki-lagos-4NHFB
Well Built 5 Bedroom Detached Duplex With Pool & Bq,By 2nd Toll Gate Orchid Lekki Lagos,"₦ 300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-by-2nd-toll-gate-orchid-lekki-lagos-0NGMR
Beautifully 4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-1NGMS
4 Bedroom Semi Detached Duplex,"Orchid Road, Chevron Lekki Lagos","₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-chevron-lekki-lagos-9NGNJ
Newly Built 4 Bedroom Semi Detached Duplex,Agungi Lekki Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-5MUUG
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 140,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-5MWQE
5 Bedroom Detached Duplex With Pool,Ikota Villa Estate Ikota Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-villa-estate-ikota-lekki-lagos-5NWAP
Studio Apartment,Ologolo Lekki Lagos,"₦ 60,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-8NVPZ
Serviced 2 Bedroom Apartment,Ologolo Lekki Lagos,"₦ 130,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-8NDMF
3 Bedroom Flat With Bq,Lekki Phase 1 Lekki Lagos,"₦ 600,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NDMJ
4 Bedroom Detached Duplex,Vgc Lekki Lagos,"₦ 210,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-9NHRB
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-0NHYC
7 Bedroom Waterfront Mansion,Banana Island Ikoyi Lagos,"₦ 24,000,000,000",7,8,https://propertypro.ng/property/7-bedroom-house-for-sale-banana-island-ikoyi-lagos-1NYTH
4 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,"₦ 145,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NHYF
5 Bedroom Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0NJKL
5 Bedroom Maisonette,Oniru Victoria Island Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-oniru-victoria-island-lagos-9MZDV
3 Bedroom Duplex,Off Lekki Epe Expressway Ajah Lagos,"₦ 75,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-4MZDW
2 Bedroom Flat,Property Located Within An Estate Agungi Lekki Lagos,"₦ 75,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-property-located-within-an-estate-agungi-lekki-lagos-2MZLG
4 Bedroom Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8MZWG
Land,Ikorodu Garage Ikorodu Lagos,"₦ 11,000,000",0,0,https://propertypro.ng/property/land-for-sale-ikorodu-garage-ikorodu-lagos-8MZXK
4 Bedroom Duplex,Lekki Phase 1 Lekki Lagos,"₦ 500,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4NBZN
Massive 4bedroom Duplex With Bq,The Property Located Within The Estate Off Lekki Epe Expressway Ajah Lagos,"₦ 250,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-the-property-located-within-the-estate-off-lekki-epe-expressway-ajah-lagos-2NYTX
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 1,500,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-9NPDG
4 Bedroom Duplex,Ikota Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5MZSE
5 Bedroom Semi Detached Duplex,"Fubara Dublin Green, Igbo Efon, Lekki Lagos","₦ 450,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-fubara-dublin-green-igbo-efon-lekki-lagos-9NMTG
4 Bedrooms Luxury Penthouse,Osborne Foreshore Estate Ikoyi Lagos,"₦ 2,800,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-osborne-foreshore-estate-ikoyi-lagos-8NXSR
Contemporary 2 Bedroom Apartment,"Abraham Adesanya, Lekki Phase 2 Lekki Lagos","₦ 75,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-abraham-adesanya-lekki-phase-2-lekki-lagos-7NSBQ
Modern 2 Bedroom Apartment With Bq,Ajah Lagos,"₦ 68,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-ajah-lagos-6NSCP
4 Bedroom Semi Detached Duplex,Ologolo Lekki Lagos,"₦ 290,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-8NSLJ
4 Bedroom Semi Detached Duplex,Ologolo Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-6NSNX
Contemporary 4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 178,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8NSWH
4 Bedroom Semi Detached Duplex,Conservation Center Axis Lekki Lagos,"₦ 175,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-conservation-center-axis-lekki-lagos-2NTJT
5 Bedroom House,Chevron Estate Chevron Lekki Lagos,"₦ 395,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-estate-chevron-lekki-lagos-2NMZW
New Luxury 2 Bedroom Apartment,"Freedom Way, Lekki Phase 1 Lekki Lagos","₦ 245,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-freedom-way-lekki-phase-1-lekki-lagos-2NQCH
600sqm & 1020sqm Plots In A Beautiful Estate,Maiyegun Beach Estate Jakande Lekki Phase 1 Lekki Lagos,"₦ 500,000,000",0,0,https://propertypro.ng/property/land-for-sale-maiyegun-beach-estate-jakande-lekki-phase-1-lekki-lagos-2NRKV
Newly Built 4 Bedroom Fully Detached Duplex With Bq,Idado Lekki Lagos,"₦ 230,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-5NLHR
4 Bedroom Semi Detached Duplex With Bq,Old Ikoyi Ikoyi Lagos,"₦ 1,000,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-5NLQX
4 Bedroom Penthouse With Bq,Old Ikoyi Ikoyi Lagos,"$ 2,800,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-2NMGD
3 Bedroom Apartment,Ikoyi Lagos,"₦ 750,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikoyi-lagos-3MRRJ
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 130,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-7MSKZ
4 Bedroom Semi Detached Duplex,Old Ikoyi Ikoyi Lagos,"₦ 850,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-3MTMP
